id,username,name,description,location,followers,following,tweets,listed,verified,verified_type,created_at,profile_image_url
2041449853213974528,xiaojiangnie,小蒋吃小孩🍥🏳️‍⚧,咱其实不爱吃小孩呀喵 hrt🍥2026.3.28 已炸柜（第三天炸柜极速版）出厂日期2009.12.17 偏天赋一点天生雌高喵～ 蓄发中喵，闲的没事就爱吃点小糖呀喵🍥纯小0一个喵～咱是心理委员喵，有不开心的阔以找咱呀喵～,,96,181,49,1,False,,2026-04-07T09:36:14.000Z,https://pbs.twimg.com/profile_images/2041457265644036096/RG8FA8Lb_normal.jpg
2041449281677045760,Sorcerer198964,索瑟尔 𝓢𝓸𝓻𝓬𝓮𝓻𝓮𝓻🍥🏳️‍⚧️,前世：@Witch198964 互fo寻回中｜ 06 ｜ MTF｜TQ｜ENTP｜公路车｜精英社会自由主义｜AI/美股/理工/生物/哲学/政经｜Cantonese｜略通药理｜NPD｜ 抹茶脑袋｜ 同类互fo可面哦,北京市西城区西华门大街28号,516,493,1224,4,False,,2026-04-07T09:33:46.000Z,https://pbs.twimg.com/profile_images/2041452438411227136/lEeNP37m_normal.jpg
2041159531657416704,amber_digit2,🪼,"备用 @medusozoa_amber
也可以私信那由 @noaayoyaoaya

📣 https://t.co/9vOZUHGmYQ
💬 https://t.co/Mu7nsgFwYi
☕️ https://t.co/IMqazegXa6","Toronto, Ontario",1247,84,303,2,False,,2026-04-06T14:22:20.000Z,https://pbs.twimg.com/profile_images/2052868858894053377/Mavmt3xe_normal.jpg
2041155426541060096,ShiauPa0746,晓怕ShiauPa | 重生互fo寻回中😭,"🏳️‍🌈🏳️‍⚧️MtX|Shotacon|中,En,日|Voicaloidボカロ,Font Design字體設計,Mincraft,Conlang人造語言|亞文化大手子|无涩里推@ShiauPa_elo|bsky: https://t.co/NE5MqKO1WK",Earth,168,441,445,1,False,,2026-04-06T14:06:11.000Z,https://pbs.twimg.com/profile_images/2049866813350285312/rb7sDNhr_normal.jpg
2040439374362365952,Autonomousuvp8,Autonomous 🏳️‍⚧️🇺🇸,如果想要联系我，私信，请，，，,,97,194,368,1,False,,2026-04-04T14:41:28.000Z,https://pbs.twimg.com/profile_images/2050738418590879744/a5m8C4-c_normal.jpg
2040151242437955584,yfjug69892,鱼鱼不吃猫🍥🏳️️‍⚧,生产日期2012/04/06/飞舞小药娘🍥一只呢喵/身高160/体重45kg 我们都在用力的活着😭/目前自我感觉没有任何精神类疾病,,41,209,2,1,False,,2026-04-03T19:35:52.000Z,https://pbs.twimg.com/profile_images/2040152120708739072/c5Z5AjA6_normal.jpg
2039887076305321985,BingMi_402,冰谧🏳️‍⚧️,,,20,30,66,1,False,,2026-04-03T02:05:59.000Z,https://pbs.twimg.com/profile_images/2044869068847476736/LfZ4oBNj_normal.jpg
2039050553389432833,houwa1398,🏳️‍⚧️🪵也想开🌸,大多数时间在上学…,天津,44,54,152,1,False,,2026-03-31T18:42:13.000Z,https://pbs.twimg.com/profile_images/2053058251722498048/1Zpf1vt5_normal.jpg
2038878967181017088,sayori_awa,🍥sayori🍥（缓慢回fo中）,这里是一只sayori酱 | MtF🏳️‍⚧️ | 互fo大欢迎(•̀ω•́)✧| 09.09.14 | 无证含糖 | INTP | 中文/ENG/日本語初心者 | 精神状态不稳定 | 成分复杂 | i just want to make everyone happy...,終ノ空,258,412,229,2,False,,2026-03-31T07:20:20.000Z,https://pbs.twimg.com/profile_images/2039593919089131520/FpMa5rYl_normal.png
2038683521078681600,TogawaMedical0,丰川药业_Official🍥（重生版）,"ご機嫌よう，承蒙厚爱。🌸 
本处现提供可零售Androcur® (色普龙)、 富士 Progynon®-Depot（日雌）及自制雌二醇凝胶；提供少量免费心理咨询服务。愿能为您带来些许微薄的帮助。
客服邮箱：support@togawamedical.top，具体商品、帮助、更多联系方式及更多文档见下方链接。",,207,137,33,1,False,,2026-03-30T18:23:43.000Z,https://pbs.twimg.com/profile_images/2038684081601544192/51tBhCnU_normal.jpg
2037915149173182465,luna_1111__,Luna (焦虑ing),🏳️‍⚧️MtF | 07 | 💊HRT 26.03.20 | ISTP-T | 无性恋 | 应该算是半个家长党? | 繁/简/ENG | 坐标香港🇭🇰,,432,379,592,2,False,,2026-03-28T15:31:11.000Z,https://pbs.twimg.com/profile_images/2040980903027933184/zF_8vvq7_normal.jpg
2035668415231492096,4rulq,かくえいい🍥🏳️‍⚧️,"私はかくえいいです、いいちゃんと呼んでください
重度焦慮/性別焦慮各方面渴望被愛
重度の不安/性別不安の各方面（ではない）
HRT：2026/5/6
請先看這個內容喵～注意⚠️：若是大陸人請自覺用找我要國內聯絡資訊喵～感謝大家的配合喵～最愛大家喵～
註明：1:自願不是強求喵～
2:有🚪費的請遠離喵～（後續酌情補充喵～",,365,555,2003,2,False,,2026-03-22T10:42:53.000Z,https://pbs.twimg.com/profile_images/2038145351832793088/iKz0bEI5_normal.jpg
2034865150499725313,Weberkaliro,科利尔🏳️‍⚧️Kaliro🍥,"MTF|ZH/ENG/DE/LAT|Meme or O-Chemistry|Medicine Student in CN|Love: @emm101215 food....food food food food food food food food food food food food!
我曾立于此地",,191,835,317,1,False,,2026-03-20T05:30:58.000Z,https://pbs.twimg.com/profile_images/2034865262240178178/A0F7SCg4_normal.jpg
2034584162246799361,NDcatbot,面条喵🐱🐈,面条喵 像闪电！/某只猫的转世重生/淡推/最爱的主人@hyachana/迷你狗哦尼酱@MZiyu81757/姐姐@berrrry_na,,124,112,392,2,False,,2026-03-19T10:55:12.000Z,https://pbs.twimg.com/profile_images/2051607789395722241/h1WApGOA_normal.jpg
2034218695191678976,tangeror,feline,udf,"Shinjuku-ku, Tokyo",120,88,38,1,False,,2026-03-18T10:42:21.000Z,https://pbs.twimg.com/profile_images/2050990751077801984/dX1Qw5jA_normal.jpg
2032112283103739907,Cubic929,某立方,"@Square527某平方的弹射座椅/
23届北语国政/enby→mtf(?)/ADHD/爱人@dissolvingspace",天津市,48,152,473,1,False,,2026-03-12T15:12:03.000Z,https://pbs.twimg.com/profile_images/2032113165404946442/xL1s6IiZ_normal.jpg
2031959480448294912,MorisaSeko,Morisa🏳️‍⚧️,这里是森紗喵｜INFP-T｜168cm 75kg｜Enby TransFem｜E Day 2025 Dec 20｜Ⓐ Zone｜@MorisaStudio @LumidexNZ,,1091,472,1310,1,False,,2026-03-12T05:04:52.000Z,https://pbs.twimg.com/profile_images/2032008726505537539/htm2DLm7_normal.jpg
2031270533359349761,senzhiwu,senzhiwu🍥🏳️‍⚧️,一个什么都不擅长的废物吧（或许❓）生产日期2008（真的重要吗🤔）mtx小证含糖ing（我要大证喵😭）ENTP-T（不知道测了有啥用😇）hrt 3.29（未免太短了吧😡）🇲🇾留学生/常驻南京 欢迎来吉隆坡和南京找我玩喵（谁会跟长相顺男玩呢😭）主人 @zhandeng_（她胁迫我写的喵😭）,你家门口,1069,226,1592,4,False,,2026-03-10T07:27:30.000Z,https://pbs.twimg.com/profile_images/2047353915830882304/u21sPFyG_normal.jpg
2031097520840167424,Ciallo_114_514,Ciallo～(∠・ω ＜ )︵★🍥🏳️‍⚧️💊✝️（互fo寻回ing）,"前世@YunoQiu56649｜互fo喵(没回私信提醒我喵)
生日0402｜hrt2026.1.12-3.19 4.24-？｜已炸柜｜超级天残党+家长不管党｜中焦重抑｜全部立场中立｜碎碎念｜我又不想死了｜此号现作为小号 新大号@qi_bu64350",你家,1073,797,4313,3,False,,2026-03-09T19:59:37.000Z,https://pbs.twimg.com/profile_images/2035909538168328193/rP91M_1J_normal.jpg
2029891270861299712,JoelQinmetme,EspaKoala🍥🏳️‍⚧️,"09｜mtf｜坐标上海｜生竞中｜爱捣鼓各种技术｜生产日期2009.05.26｜姐姐@ElysiumFengxuan
MTF ｜Bio Student | Shanghai",255.255.255.0,1606,1521,887,3,False,,2026-03-06T12:06:37.000Z,https://pbs.twimg.com/profile_images/2029891487677468672/_RfnoaLe_normal.jpg
2029061443568713731,maoxiansql,猫弦ACT🍥🍣🍧🥛🍜,发布梗图和每日提问的可爱bot | 前世@maoxian1527 🩶| 🏳️‍⚧️友好 | 顺女 | 🍣梦女 | fo友巡回💎 | 地铁迷🚇 | 摄影📷 | apple |,距离你13.14km,266,27,122,2,False,,2026-03-04T05:08:48.000Z,https://pbs.twimg.com/profile_images/2029061783508652032/3ACAbPrx_normal.jpg
2028321716049743872,xynMTFxyn,南盺酱🍥🏳️‍⚧️,MtF 🏳️‍⚧️| 无证 🍥:2025/6/30|药娘小资历| ENTP| 生产日期2010/10/19 | 174厘米 | 75公斤| 摄影📹| LGBT 🏳️‍🌈 | 青岛|私信互fo | 不OD | 不自残 | 不抽烟 | 不喝酒 |轻度双相情感障碍| 非常helpful的南盺 | 小南 |,,1194,103,701,3,False,,2026-03-02T04:14:51.000Z,https://pbs.twimg.com/profile_images/2028373556783153152/usYeYRCS_normal.jpg
2027280531097088000,Lvmaosamaovo,☁️Lvmao๑˃̵ᴗ˂̵🍥〜,"咕咕嘎嘎(๑˃̵ᴗ˂̵) 2011/10/27崭新出厂（mtf
欢迎同类互fo 所有同类都会回fo喵～ hrt🍥｜2026_4_19
大！家！快！来！找！我！玩！啊！
✝︎天使様、ご挨拶申し上げます！✝︎
✝︎私は天より降り注ぐ光、混沌のネット世界を照らす存在なのです✝︎",上海精神卫生中心,636,355,857,1,False,,2026-02-27T07:14:07.000Z,https://pbs.twimg.com/profile_images/2046302106936897536/wD1z616h_normal.jpg
2025449560580259844,AlimataOue45353,はなれ🍥,xyn🍥HRT.25.10.29，南京，坐标上海，INTJ，17，162，2009.3.12，,,105,233,74,1,False,,2026-02-22T05:56:52.000Z,https://pbs.twimg.com/profile_images/2029165415197519872/o1Kjr695_normal.jpg
2024565245428322304,tiger66172,子猫伊伊🍥,舊帳：@Littlecat11100407,,87,162,26,1,False,,2026-02-19T19:22:40.000Z,https://pbs.twimg.com/profile_images/2024566733005352960/8FhasmLM_normal.jpg
2024419670150041602,shishen3077_,IceAura🏳️‍⚧️,一个mtf🏳️‍⚧️|正在与大脑搏斗，决定是否hrt|14|不常上推,,59,189,45,1,False,,2026-02-19T09:44:12.000Z,https://pbs.twimg.com/profile_images/2050602992026738688/s-tLpi9w_normal.jpg
2024298952854818817,RainEngine2025,雨擎互联,"永远相信美好的事情即将发生。

@wuyuandev",🆗,45,28,78,1,False,,2026-02-19T01:44:27.000Z,https://pbs.twimg.com/profile_images/2040054146066534400/iW9U7_F0_normal.jpg
2024210421373444096,blingbling712,布林布林🍥,MtF🍥🏳️‍⚧️｜hrt26.02.07｜家长不管党｜sub｜大M｜超大只不可爱｜天残党（巨丑）｜不od｜同类互fo｜锦依卫｜infp｜she/her｜姐姐！💕@rainchngshainn |最爱的💖@YeChuan1123,多伦多,700,374,1517,3,False,,2026-02-18T19:53:30.000Z,https://pbs.twimg.com/profile_images/2024211117850185740/xXbw-Ak6_normal.jpg
2023061228432605184,xinya091027,鑫雅🍥🏳️‍⚧️,"09年/无证含糖/身高158/体重42.5kg
/hrt∶25.12.24",归寂,762,589,607,2,False,,2026-02-15T15:46:10.000Z,https://pbs.twimg.com/profile_images/2023063974770569217/ek3DGQZc_normal.jpg
2023057595817418753,mengyuzhizhu,萌羽之主,"mtf生理男心理女//有🚪/52/66/88/152，288给置顶/520解锁超级无敌promax福利！//高二（已成年！）//讨好型人格//想变可爱//日常抑郁//想白嫖的勿扰→_→
情绪稳定从来没有发过脾气🥺熟了以后可能会成天粘着你♥   小号: @laamengyu",中国-上海,870,5,272,5,False,,2026-02-15T15:31:48.000Z,https://pbs.twimg.com/profile_images/2037465367019409409/ltGBBVBw_normal.jpg
2022181719835914242,QY404XYN,千夜404🍥,MTF｜出厂日期2008.11.25 注销日期2026.12.24｜hrt日期2025.5.31｜狂躁易怒｜正在戒od｜自残｜中度强迫症｜重度抑郁焦虑 精神分裂 多重人格｜精神不稳定｜闺蜜 @QWQ73416 ｜长春の药娘王｜如果有事找我请加主页Q群,,4302,211,419,7,False,,2026-02-13T05:31:26.000Z,https://pbs.twimg.com/profile_images/2052185895948988416/JB6cyQIM_normal.jpg
2022153081031733252,ax09s84751,Echo37,"09/SZ苏州！不是深圳/确诊/顺直（bushi，不zc不od 
精神科钉子户/喜欢超天酱/混mtf/od圈/友跨/反od/可能是mtx？？🇨🇳刻进DNA/视成分互关",The People's Republic of China,938,1566,1570,1,False,,2026-02-13T03:37:28.000Z,https://pbs.twimg.com/profile_images/2048356974254071809/sJTTXsVq_normal.jpg
2021505488337416192,HuamanX09,雾屿怜奈Official,我从来都觉得发帖挂人煽动网暴的不是好东西,日本,709,731,640,2,False,,2026-02-11T08:44:15.000Z,https://pbs.twimg.com/profile_images/2052424896366419975/sjZQ6AJd_normal.jpg
2021369581185781760,Rainbow080131,Rainbow（推油寻回中）,小药娘 无证含糖/18岁/中度抑郁（可能加重）/无党派（也许？）/178/70kg/目前在上海/希望有朋友-🚪88-/也出原味（自付运费，也可以买新的给我穿？然后我给你加料 ）/q群：无 / https://t.co/jZFMTbiH4r,,55,10,53,1,False,,2026-02-10T23:44:43.000Z,https://pbs.twimg.com/profile_images/2021369928461451271/V_Aer7eV_normal.jpg
2019787701432532992,cx330_xyn2,cx330🍥🏳️‍⚧️,mtf | 跨性别女同 | 闲聊推 | 生产日期2012.8.10 | 166cm70kg东北小药娘 | 现居北京 | 重度抑郁 | 双向情感障碍 | 无证含糖 | hrt开始时间2025.6.25 | 炸柜转家暴党 | 同类互fo,北京,31,88,31,1,False,,2026-02-06T14:58:22.000Z,https://pbs.twimg.com/profile_images/2032028385405530113/r9jQ0gP5_normal.jpg
2019293013114253313,seeyouinthe2999,🍥马库斯爱吃蛋糕💊​🏳️‍⚧️,"15岁高中生 oder💊 mtf 抑郁/焦虑/c-ptsd
喜欢听摇滚  割🔪  重返未来1999 偶尔发一些意识流诗文
只要有手机耳机我就在听歌睡觉也在
被pr80空腹逼疯的胃病患者
同类来互fo捏
@seeinMillennium 备用号","Shibuya-ku, Tokyo",588,639,1172,2,False,,2026-02-05T06:12:54.000Z,https://pbs.twimg.com/profile_images/2022593862368448512/xmnoyp3e_normal.jpg
2018986573090717696,xhFK114514,阿这,"FuKarl7/2026年3月21日起活跃在此号/友跨🏳️‍⚧️(没翻车)/社恐/高三/无糖(?)/含糖(?)/不od/不割手/互关/喵
❤️❤️❤️❤️❤️：@ruoruoruoMing
意义重大的日子：2026年3月15日/2026年5月2日",天津,378,759,681,3,False,,2026-02-04T09:56:48.000Z,https://pbs.twimg.com/profile_images/2037862051725594624/P9TAAf07_normal.jpg
2017934187907665920,ch8_we,mikki_z🍥🏳‍⚧,trans girl/小证含糖/半地下半家长党/hrt20250807/抑郁/焦虑/self hurt/od/08 09 07/精神状态不好的高二生,"Baltimore, MD",82,139,291,1,False,,2026-02-01T12:13:58.000Z,https://pbs.twimg.com/profile_images/2046606014276124672/glEbB4q5_normal.jpg
2017878602164088832,xyu1182202,曦月🏳️‍⚧️🍥,你好,被窝,787,990,5504,2,False,,2026-02-01T08:32:11.000Z,https://pbs.twimg.com/profile_images/2042254050557820928/D4EAX9tx_normal.jpg
2017448841940000768,Nekostve,Neko,"a fish🐟 in the s?e?a?
in favor of tsf
但现世科技不足以使男性变为完全功能的女性
故暂不发难)
偏爱科学与数据，为此可以暂时锁上情感与强制保持理智
06年老头子……
neko4linux@gmail.com
出来觅食多巴胺，会回关吧说是……",shadow banned,76,175,2231,2,False,,2026-01-31T04:04:34.000Z,https://pbs.twimg.com/profile_images/2034865787778080772/er30A-2s_normal.jpg
2016471065334272000,xm0347347185242,Liuxm☭❂🇨🇳🇹🇼🇭🇰🇲🇴🏳️‍⚧️🍥（二号机）,大号1：@liuxm114514 (可能回不来了) 大号2：@xmliu114514（两个号有点像不是吗😸😸😸）(🇨🇳=🇨🇳🇭🇰🇹🇼🇲🇴),中華人民共和國台灣省,106,146,61,1,False,,2026-01-28T11:19:09.000Z,https://pbs.twimg.com/profile_images/2045356930366091264/sxC9PYdi_normal.jpg
2016246570312990720,YuChenawa,𝒴𝓊𝒸𝒽ℯ𝓃 ℴ𝓋ℴ,"這裡是雨辰🥰!目前和貓貓@Lvmaosamaovo共號喵！無政治傾向,不是小粉紅,無性別歧視,少數群體全友好!生產日期2009.7.16,有焦虑症QAQ,會OD.請和我社交,我會儘可能認真回復你們的內容的,也歡迎私信騷擾我,雖然說咱不是很會安慰人就是了,低俗恶俗人请远离我谢谢!",云想衣裳花想容,152,284,538,2,False,,2026-01-27T20:27:15.000Z,https://pbs.twimg.com/profile_images/2017348660867305473/hJCnFu9n_normal.jpg
2016108531028787202,hello1145110043,fo我免费送赛博炸鸡（bushi ）🍥,好累！好累！好累！好累！好累！,地球,501,147,1071,3,False,,2026-01-27T11:18:35.000Z,https://pbs.twimg.com/profile_images/2043382351338627072/dvyKaqRZ_normal.jpg
2012914101987762177,TeamTransmtf,Team Transmtf,"transmtf官方团队账号
进行mtf/mtx的hrt相关研究
我们的团队成员有两人
分别是 @mxyzcdb 和 @EleanorAnatidae",,204,12,38,3,False,,2026-01-18T15:45:10.000Z,https://pbs.twimg.com/profile_images/2025586370111287296/QzZE8mTL_normal.jpg
2012841769105567744,18nuun,海月水母x17🍥,沉浸于药物和自毁的欣快之中｜mtf｜06｜重抑｜INFP｜💊药物成瘾中心｜永远的爱人@dnshu135734｜大号是@aureliax17qwq｜896489648964,,318,32,105,3,False,,2026-01-18T10:57:56.000Z,https://pbs.twimg.com/profile_images/2051431775319281664/S0BXOQH5_normal.jpg
2012423737887379456,Xzz__64,序章MuKe__🍥,"生在春风中，活在药效里
MTX🏳️‍⚧️｜无证含糖ing🍥｜HRT2024.1｜💊Oder｜INFP-T🦋｜怕疼不自残｜摆烂高中生🏫｜喜互fo🤗",幻境里,203,308,273,1,False,,2026-01-17T07:16:35.000Z,https://pbs.twimg.com/profile_images/2047981238959722496/_ZLFlv0c_normal.jpg
2011073315763601416,kilock_1208,kilock,"蒟蒻OIer | 全干开发者 | intp | 宝 @qqqqqf_ 大号登不上了
wwwww | Arkloop的TelegramGroup :https://t.co/gW3NA9111V",The World,898,629,1108,2,False,,2026-01-13T13:50:40.000Z,https://pbs.twimg.com/profile_images/2011497532711714818/f-A8QXeK_normal.jpg
2009620713460887553,HujiaoFen_sad,我为你撑起蓝色雨伞,"无聊……我要看到血流成河
🚪38 重度抑郁/LGBT友好/男の娘/泛性恋/自伤/平常都会回私信，我是个很温良的小男孩^⌯𖥦⌯^੭",广东省,365,251,647,1,False,,2026-01-09T13:43:28.000Z,https://pbs.twimg.com/profile_images/2031232015601905664/WEsjBOI0_normal.jpg
2008812080099672064,Xiaoyi_0324,樱川由奈🏳️‍⚧️Sakura,几乎全天在线的互联网飞舞!负面情绪/碎碎念致歉|半日常推|直fo成分回|同类直接回(没看到要私信🥹|MTX(F?)|出柜:26/4/30|好东西都在这个号👉@NiaoYou83766😋|⬇️匿名提问|二代目:@Johnsons8nx,来玩捉迷藏吧？,502,221,1440,2,False,,2026-01-07T08:05:14.000Z,https://pbs.twimg.com/profile_images/2041966864163880960/7aHicZzs_normal.jpg
2007221360704270339,o6AK3RY4NDU517,椭圆AzureCircle🍥🏳️‍⚧️,上学中｜MtX，双属性超凶小狗｜是老公的好孩子｜色觉障碍II度｜精神状态未知｜为了爱而活着｜重度手控｜音乐，美学｜梦想是跟喜欢的人幸福平淡地生活｜已有男朋友｜妹妹：@bth95147,永恒快乐之地,97,94,38,1,False,,2026-01-02T22:44:10.000Z,https://pbs.twimg.com/profile_images/2050369003818983424/Wky1yJYI_normal.jpg
2006708586047746051,MiaoYan_X,MiaoYan_渺湮,mtf🍥🏳️‍⚧️一只｜创建地球online账号日期：****.12.26（摩羯座）｜小证含糖 ，hrt：2025-12-25｜家长党｜精神状态还算稳定？ 不过负能量较高｜坐标**（目前不想说）｜有过od，划手｜无政治立场｜同类互fo（不一定经常在线）｜生在Spring风中，活在药效里,中国,128,240,135,1,False,,2026-01-01T12:46:45.000Z,https://pbs.twimg.com/profile_images/2006708806638837761/nPnA4Vtm_normal.jpg
2005261732751802368,HappyHejsDay,𝕙𝕖𝕛😉,低脂國奻｜惡俗醜釹｜疑似鍵政｜痛苦大學生｜准健全逼｜不OD不割手｜失敗合約交易員｜🇹🇼🇭🇰🇨🇳｜歡迎私訊聊天｜同類互fo｜前世@franciswwwww｜寵物@Fe_ions ｜小玩具@wwwAlce4｜寶寶窩@PaulDrizzyvlni @Suimikax @Jskyeye @zwh20081,秦城监狱,1548,1739,5478,4,False,,2025-12-28T12:57:17.000Z,https://pbs.twimg.com/profile_images/2039022077857124352/L7EpIiFT_normal.jpg
1999059927650930688,LightSTAR_qwq,苍星哒哒哒🍥🏳️‍⚧️,音游人 | mtf🏳️‍⚧️ | 165cm | 57kg | 中重度抑郁 | 无证含糖 | 生日2008.11.28 | B站up | VRchat重度依赖 | 不od | 不见证 | 不抽烟喝酒 | 有时会割手 | 同类回fo,广东,188,183,49,1,False,,2025-12-11T10:13:45.000Z,https://pbs.twimg.com/profile_images/2051718115445354496/zw7XNEkf_normal.jpg
1999000813856043008,tetesasa013,kelar 🏳️‍⚧️🍥,"07xyn/ 🏳️‍⚧️mtf | 🍥hrt:2024.6.3|无证含糖|已炸柜|176/52|不割不od| 生产日期 2007.11.8| 同类互fo|

我只是人群中随处可见的小男娘而已，爱发黄图的想白嫖的换一个骚扰吧，球球惹🥹",看看你后面呢,2038,150,79,4,False,,2025-12-11T06:18:51.000Z,https://pbs.twimg.com/profile_images/2036378276378320896/Amq7vubD_normal.jpg
1997180109623906310,9CRuYReJip5273,Yuyuyu2778🍥,出生2010.8.22 ｜hrt2025.10.7｜可以加q喵3872742162 ｜群1039389189｜已出柜2026.4.12｜有证含糖｜家长党｜重度抑郁重度焦虑,江苏省盐城市阜宁县,15,8,20,1,False,,2025-12-06T05:43:52.000Z,https://pbs.twimg.com/profile_images/2042654083664785408/cOffoFZD_normal.jpg
1994720929709174784,bth95147,苯并三唑 🏳️‍⚧️,Abner Surrey zh | 姐姐 @o6AK3RY4NDU517,SD,168,242,79,1,False,,2025-11-29T10:53:09.000Z,https://pbs.twimg.com/profile_images/1999479166966837248/BbiIC32v_normal.jpg
1994610429470142464,Yiy20091102,Yiy 🍥🏳️‍⚧️,MtF🏳️‍⚧️ ｜生产日期09 11 02 ｜🍥hrt2025 9 8 ｜双相/精分｜戒OD 割手中｜infp－t ｜已炸柜｜家长不管党｜无证含糖｜互fo喵｜,月球,148,178,72,1,False,,2025-11-29T03:32:50.000Z,https://pbs.twimg.com/profile_images/2023025043106914306/90c7XzKd_normal.jpg
1993821037860147200,JikeOjk7623,冉冉 🍥（求互fo，,身高184的药娘🏳️‍⚧️| HRT25.12.4| 不键政不od不割手 丨情绪稳定但是社恐 |同类欢迎来互fo| 爱打和平精英 ｜啃老啃啃啃｜永远的可爱妹妹 @tingxinzhongyu,,330,633,279,1,False,,2025-11-26T23:16:04.000Z,https://pbs.twimg.com/profile_images/2007220756481224704/of9viFdE_normal.jpg
1993628897645408256,Pr0mis3_c,诗雨.𝓟𝓻𝓸𝓶𝓲𝓼𝓮🍥🏳️‍⚧️,"🍥06 xyn/mtf 🏳️‍⚧️hrt: 2025.12.2| en/zh | 无证含糖 | 持续深柜中 | 喜欢xnn&xyn | 精神健康稳定，无不良嗜好 | 梦想srs | 同类互fo | 想要交友...
tg: https://t.co/yl6WM4V5Sw",Antarctica,513,424,562,2,False,,2025-11-26T10:32:43.000Z,https://pbs.twimg.com/profile_images/2052628993686523904/5GzOvsoM_normal.jpg
1992863392898633728,manzhi2333,满栀,请不要对我抱有任何期待和依赖,,53,151,131,1,False,,2025-11-24T07:54:21.000Z,https://pbs.twimg.com/profile_images/2051174822898774016/uk52W8Js_normal.jpg
